video-id,t-start,t-end,label
video_validation_0000282,7.700000,15.500000,GolfSwing
video_validation_0000282,29.300000,32.400000,GolfSwing
video_validation_0000282,32.800000,35.800000,GolfSwing
video_validation_0000059,4.900000,6.700000,Billiards
video_validation_0000059,25.600000,27.200000,Billiards
video_validation_0000059,42.600000,44.300000,Billiards
video_validation_0000059,68.500000,70.300000,Billiards
video_validation_0000059,82.800000,84.400000,Billiards
video_validation_0000059,90.800000,91.300000,Billiards
video_validation_0000059,104.200000,104.800000,Billiards
video_validation_0000059,112.100000,113.000000,Billiards
video_validation_0000059,132.600000,134.000000,Billiards
video_validation_0000059,145.500000,146.400000,Billiards
video_validation_0000059,170.600000,172.000000,Billiards
video_validation_0000059,183.300000,183.800000,Billiards
video_validation_0000059,200.700000,204.500000,Billiards
video_validation_0000059,213.400000,215.000000,Billiards
video_validation_0000059,123.000000,124.700000,Billiards
video_validation_0000419,11.600000,18.700000,JavelinThrow
video_validation_0000419,27.800000,31.600000,JavelinThrow
video_validation_0000419,78.600000,86.600000,JavelinThrow
video_validation_0000419,95.200000,104.300000,JavelinThrow
video_validation_0000419,148.000000,155.200000,JavelinThrow
video_validation_0000419,163.000000,166.400000,JavelinThrow
video_validation_0000419,206.000000,213.200000,JavelinThrow
video_validation_0000419,220.200000,224.600000,JavelinThrow
video_validation_0000419,253.100000,261.700000,JavelinThrow
video_validation_0000419,308.000000,313.400000,JavelinThrow
video_validation_0000419,328.600000,332.200000,JavelinThrow
video_validation_0000419,430.200000,440.200000,JavelinThrow
video_validation_0000419,455.800000,461.700000,JavelinThrow
video_validation_0000419,513.800000,521.400000,JavelinThrow
video_validation_0000419,527.800000,535.400000,JavelinThrow
video_validation_0000419,567.600000,572.200000,JavelinThrow
video_validation_0000419,580.000000,588.700000,JavelinThrow
video_validation_0000419,609.400000,615.100000,JavelinThrow
video_validation_0000419,625.300000,631.300000,JavelinThrow
video_validation_0000419,706.600000,713.400000,JavelinThrow
video_validation_0000419,724.200000,728.500000,JavelinThrow
video_validation_0000419,805.200000,813.000000,JavelinThrow
video_validation_0000419,858.100000,865.000000,JavelinThrow
video_validation_0000982,5.800000,6.200000,VolleyballSpiking
video_validation_0000982,16.300000,18.200000,VolleyballSpiking
video_validation_0000154,5.400000,11.600000,CleanAndJerk
video_validation_0000154,13.000000,19.700000,CleanAndJerk
video_validation_0000154,21.400000,29.300000,CleanAndJerk
video_validation_0000283,0.000000,2.300000,GolfSwing
video_validation_0000283,11.100000,61.300000,GolfSwing
video_validation_0000411,208.300000,214.500000,JavelinThrow
video_validation_0000411,230.400000,234.100000,JavelinThrow
video_validation_0000411,254.300000,264.300000,JavelinThrow
video_validation_0000411,305.700000,314.000000,JavelinThrow
video_validation_0000411,325.300000,335.900000,JavelinThrow
video_validation_0000411,362.200000,370.100000,JavelinThrow
video_validation_0000411,381.800000,385.500000,JavelinThrow
video_validation_0000411,438.000000,446.700000,JavelinThrow
video_validation_0000411,463.700000,469.400000,JavelinThrow
video_validation_0000411,519.000000,527.400000,JavelinThrow
video_validation_0000411,537.100000,543.000000,JavelinThrow
video_validation_0000411,567.800000,571.200000,JavelinThrow
video_validation_0000411,584.300000,590.100000,JavelinThrow
video_validation_0000411,653.900000,660.200000,JavelinThrow
video_validation_0000411,692.500000,698.900000,JavelinThrow
