video-id,t-start,t-end,label
video_validation_0000365,18.100000,24.300000,HighJump
video_validation_0000365,29.600000,33.300000,HighJump
video_validation_0000365,69.700000,77.300000,HighJump
video_validation_0000365,80.800000,84.300000,HighJump
video_validation_0000365,110.400000,116.200000,HighJump
video_validation_0000365,145.300000,151.200000,HighJump
video_validation_0000365,192.900000,198.500000,HighJump
video_validation_0000365,213.000000,219.900000,HighJump
video_validation_0000931,31.400000,34.000000,TennisSwing
video_validation_0000931,34.500000,37.100000,TennisSwing
video_validation_0000931,38.800000,40.500000,TennisSwing
video_validation_0000931,57.500000,59.200000,TennisSwing
video_validation_0000931,61.600000,64.400000,TennisSwing
video_validation_0000931,65.400000,67.100000,TennisSwing
video_validation_0000163,37.200000,41.200000,Diving
video_validation_0000163,53.600000,57.600000,Diving
video_validation_0000163,94.000000,98.100000,Diving
video_validation_0000163,104.600000,107.300000,Diving
video_validation_0000163,127.900000,131.500000,Diving
video_validation_0000163,148.700000,157.000000,Diving
video_validation_0000163,172.800000,177.000000,Diving
video_validation_0000369,160.900000,168.000000,HighJump
video_validation_0000369,171.800000,178.200000,HighJump
video_validation_0000369,218.200000,225.600000,HighJump
video_validation_0000369,230.000000,236.000000,HighJump
video_validation_0000369,258.000000,262.400000,HighJump
video_validation_0000369,267.300000,269.900000,HighJump
video_validation_0000369,288.900000,292.500000,HighJump
video_validation_0000369,299.100000,304.600000,HighJump
video_validation_0000369,305.200000,307.600000,HighJump
video_validation_0000369,335.100000,342.300000,HighJump
video_validation_0000369,349.100000,355.200000,HighJump
video_validation_0000369,393.600000,396.900000,HighJump
video_validation_0000369,402.000000,407.800000,HighJump
video_validation_0000369,420.700000,425.500000,HighJump
video_validation_0000369,430.200000,433.500000,HighJump
video_validation_0000369,434.700000,437.400000,HighJump
video_validation_0000369,457.900000,462.700000,HighJump
video_validation_0000369,470.600000,474.500000,HighJump
video_validation_0000369,506.300000,511.200000,HighJump
video_validation_0000369,518.800000,522.200000,HighJump
video_validation_0000369,553.400000,557.300000,HighJump
video_validation_0000369,566.100000,571.400000,HighJump
video_validation_0000369,606.700000,612.000000,HighJump
video_validation_0000369,624.300000,628.400000,HighJump
video_validation_0000369,668.000000,673.900000,HighJump
video_validation_0000369,679.000000,681.600000,HighJump
video_validation_0000369,741.100000,745.600000,HighJump
video_validation_0000369,752.900000,756.600000,HighJump
video_validation_0000369,756.900000,759.600000,HighJump
video_validation_0000202,4.400000,6.200000,Diving
video_validation_0000202,27.800000,37.900000,Diving
video_validation_0000202,43.500000,46.100000,Diving
video_validation_0000202,48.900000,51.200000,Diving
video_validation_0000202,58.200000,62.600000,Diving
video_validation_0000202,68.300000,70.000000,Diving
video_validation_0000202,72.800000,74.800000,Diving
video_validation_0000202,79.100000,80.600000,Diving
video_validation_0000202,82.800000,86.600000,Diving
video_validation_0000202,98.900000,101.700000,Diving
video_validation_0000202,111.700000,113.800000,Diving
video_validation_0000202,119.600000,122.200000,Diving
video_validation_0000202,132.000000,135.100000,Diving
video_validation_0000202,140.500000,141.700000,Diving
video_validation_0000202,146.600000,148.700000,Diving
video_validation_0000202,151.300000,153.000000,Diving
video_validation_0000202,154.900000,156.600000,Diving
video_validation_0000202,164.300000,169.100000,Diving
video_validation_0000202,174.100000,176.000000,Diving
video_validation_0000202,178.500000,181.900000,Diving
video_validation_0000202,185.700000,188.300000,Diving
video_validation_0000205,0.000000,3.200000,Diving
video_validation_0000205,3.800000,4.300000,Diving
video_validation_0000205,5.000000,11.300000,Diving
video_validation_0000205,11.700000,17.700000,Diving
video_validation_0000205,18.800000,24.600000,Diving
video_validation_0000205,25.100000,31.600000,Diving
video_validation_0000205,32.000000,34.800000,Diving
video_validation_0000205,35.200000,38.000000,Diving
video_validation_0000205,39.100000,44.500000,Diving
video_validation_0000205,44.600000,50.000000,Diving
video_validation_0000205,50.400000,52.500000,Diving
video_validation_0000205,53.400000,55.500000,Diving
video_validation_0000205,56.600000,58.700000,Diving
video_validation_0000205,59.600000,61.600000,Diving
video_validation_0000205,63.200000,65.600000,Diving
video_validation_0000205,68.100000,70.500000,Diving
video_validation_0000205,72.600000,74.500000,Diving
video_validation_0000205,76.000000,78.800000,Diving
video_validation_0000205,79.900000,82.800000,Diving
video_validation_0000205,83.800000,87.000000,Diving
video_validation_0000205,87.900000,91.400000,Diving
video_validation_0000205,93.800000,95.600000,Diving
video_validation_0000205,97.400000,100.000000,Diving
video_validation_0000205,101.400000,103.600000,Diving
video_validation_0000205,105.000000,107.600000,Diving
video_validation_0000205,109.700000,111.600000,Diving
video_validation_0000205,112.200000,114.200000,Diving
video_validation_0000205,115.400000,117.400000,Diving
video_validation_0000205,119.200000,121.200000,Diving
video_validation_0000205,122.500000,124.800000,Diving
video_validation_0000205,126.200000,138.600000,Diving
video_validation_0000205,140.000000,142.300000,Diving
video_validation_0000205,143.100000,145.300000,Diving
video_validation_0000205,146.400000,149.200000,Diving
video_validation_0000205,149.800000,152.200000,Diving
video_validation_0000205,153.000000,155.800000,Diving
video_validation_0000205,157.100000,159.600000,Diving
video_validation_0000205,160.500000,162.800000,Diving
video_validation_0000205,163.500000,165.700000,Diving
video_validation_0000205,166.600000,169.900000,Diving
video_validation_0000205,171.700000,174.300000,Diving
video_validation_0000205,174.800000,177.500000,Diving
video_validation_0000205,178.200000,180.600000,Diving
video_validation_0000205,182.200000,184.600000,Diving
video_validation_0000205,185.400000,187.300000,Diving
video_validation_0000205,188.400000,189.800000,Diving
video_validation_0000205,191.500000,193.700000,Diving
video_validation_0000205,195.100000,197.200000,Diving
video_validation_0000205,197.600000,199.700000,Diving
video_validation_0000205,200.900000,202.800000,Diving
video_validation_0000205,203.700000,205.500000,Diving
video_validation_0000205,207.200000,210.000000,Diving
video_validation_0000205,210.800000,213.500000,Diving
video_validation_0000205,213.900000,216.800000,Diving
video_validation_0000205,218.300000,220.900000,Diving
video_validation_0000205,221.600000,224.700000,Diving
video_validation_0000205,226.900000,228.900000,Diving
video_validation_0000205,229.400000,231.400000,Diving
video_validation_0000205,232.600000,234.300000,Diving
video_validation_0000205,235.000000,237.400000,Diving
video_validation_0000205,238.300000,240.700000,Diving
video_validation_0000205,242.200000,244.700000,Diving
video_validation_0000205,246.800000,249.200000,Diving
video_validation_0000205,249.500000,251.600000,Diving
video_validation_0000205,252.200000,254.600000,Diving
video_validation_0000205,255.000000,256.800000,Diving
video_validation_0000205,257.800000,260.000000,Diving
video_validation_0000205,260.700000,262.400000,Diving
video_validation_0000205,263.400000,265.600000,Diving
video_validation_0000205,266.600000,268.200000,Diving
video_validation_0000205,268.700000,271.500000,Diving
video_validation_0000205,272.000000,274.500000,Diving
video_validation_0000205,275.600000,278.000000,Diving
video_validation_0000205,278.400000,280.700000,Diving
video_validation_0000205,281.500000,284.200000,Diving
video_validation_0000205,285.200000,288.100000,Diving
video_validation_0000205,288.500000,291.700000,Diving
video_validation_0000205,292.800000,295.300000,Diving
video_validation_0000205,296.200000,298.400000,Diving
video_validation_0000205,298.900000,301.500000,Diving
video_validation_0000205,301.700000,304.200000,Diving
video_validation_0000205,304.900000,306.500000,Diving
video_validation_0000205,307.200000,309.400000,Diving
video_validation_0000205,309.900000,312.300000,Diving
video_validation_0000205,313.000000,315.800000,Diving
video_validation_0000205,317.000000,318.900000,Diving
video_validation_0000205,319.600000,323.100000,Diving
video_validation_0000205,323.900000,326.200000,Diving
video_validation_0000205,326.700000,329.000000,Diving
video_validation_0000205,330.300000,333.200000,Diving
video_validation_0000205,333.900000,335.600000,Diving
video_validation_0000205,335.900000,338.500000,Diving
video_validation_0000205,338.900000,341.800000,Diving
video_validation_0000205,342.800000,346.000000,Diving
video_validation_0000205,346.400000,348.900000,Diving
video_validation_0000205,349.400000,352.100000,Diving
video_validation_0000205,353.300000,355.800000,Diving
video_validation_0000205,356.500000,359.600000,Diving
video_validation_0000205,360.500000,363.400000,Diving
video_validation_0000205,363.800000,367.100000,Diving
video_validation_0000205,367.300000,369.400000,Diving
video_validation_0000205,370.300000,372.000000,Diving
video_validation_0000205,372.700000,375.700000,Diving
video_validation_0000205,377.700000,379.800000,Diving
video_validation_0000205,380.200000,383.800000,Diving
video_validation_0000205,384.600000,387.900000,Diving
video_validation_0000205,399.700000,402.300000,Diving
video_validation_0000205,407.700000,410.600000,Diving
video_validation_0000205,411.700000,414.100000,Diving
video_validation_0000205,415.100000,417.800000,Diving
video_validation_0000205,418.700000,421.200000,Diving
video_validation_0000205,422.500000,425.600000,Diving
video_validation_0000205,426.500000,430.200000,Diving
video_validation_0000205,431.400000,433.900000,Diving
video_validation_0000205,434.700000,436.800000,Diving
