video-id,t-start,t-end,label
video_validation_0000931,31.400000,34.000000,TennisSwing
video_validation_0000931,34.500000,37.100000,TennisSwing
video_validation_0000931,38.800000,40.500000,TennisSwing
video_validation_0000931,57.500000,59.200000,TennisSwing
video_validation_0000931,61.600000,64.400000,TennisSwing
video_validation_0000931,65.400000,67.100000,TennisSwing
video_validation_0000163,37.200000,41.200000,CliffDiving
video_validation_0000163,53.600000,57.600000,CliffDiving
video_validation_0000163,94.000000,98.100000,CliffDiving
video_validation_0000163,104.600000,107.300000,CliffDiving
video_validation_0000163,127.900000,131.500000,CliffDiving
video_validation_0000163,148.700000,157.000000,CliffDiving
video_validation_0000163,172.800000,177.000000,CliffDiving
video_validation_0000176,1.100000,2.700000,CricketShot
video_validation_0000176,4.700000,5.800000,CricketShot
video_validation_0000176,7.500000,8.900000,CricketShot
video_validation_0000176,11.200000,11.900000,CricketShot
video_validation_0000176,13.800000,14.700000,CricketShot
video_validation_0000176,17.000000,18.200000,CricketShot
video_validation_0000176,20.400000,21.200000,CricketShot
video_validation_0000176,22.900000,23.700000,CricketShot
video_validation_0000176,25.400000,26.500000,CricketShot
video_validation_0000176,29.700000,30.900000,CricketShot
video_validation_0000176,33.300000,34.400000,CricketShot
video_validation_0000176,36.500000,37.500000,CricketShot
video_validation_0000176,40.200000,41.300000,CricketShot
video_validation_0000176,43.200000,44.200000,CricketShot
video_validation_0000176,45.500000,46.600000,CricketShot
video_validation_0000176,47.200000,48.400000,CricketShot
video_validation_0000176,50.700000,51.900000,CricketShot
video_validation_0000176,53.200000,53.800000,CricketShot
video_validation_0000176,56.200000,56.900000,CricketShot
video_validation_0000176,58.100000,59.600000,CricketShot
video_validation_0000176,62.700000,64.000000,CricketShot
video_validation_0000176,64.900000,66.000000,CricketShot
video_validation_0000176,69.100000,70.000000,CricketShot
video_validation_0000176,72.400000,73.800000,CricketShot
video_validation_0000176,75.900000,76.900000,CricketShot
video_validation_0000176,78.700000,80.300000,CricketShot
video_validation_0000176,83.200000,84.900000,CricketShot
video_validation_0000176,88.000000,89.300000,CricketShot
video_validation_0000176,90.300000,91.500000,CricketShot
video_validation_0000176,93.500000,94.500000,CricketShot
video_validation_0000176,95.600000,97.300000,CricketShot
video_validation_0000176,99.300000,100.700000,CricketShot
video_validation_0000176,102.500000,104.800000,CricketShot
video_validation_0000176,106.800000,107.700000,CricketShot
video_validation_0000176,111.100000,112.200000,CricketShot
video_validation_0000176,113.000000,114.100000,CricketShot
video_validation_0000176,117.600000,119.100000,CricketShot
video_validation_0000176,120.900000,122.600000,CricketShot
video_validation_0000176,123.900000,124.900000,CricketShot
video_validation_0000176,126.700000,127.700000,CricketShot
video_validation_0000176,130.400000,131.900000,CricketShot
video_validation_0000419,11.600000,18.700000,JavelinThrow
video_validation_0000419,27.800000,31.600000,JavelinThrow
video_validation_0000419,78.600000,86.600000,JavelinThrow
video_validation_0000419,95.200000,104.300000,JavelinThrow
video_validation_0000419,148.000000,155.200000,JavelinThrow
video_validation_0000419,163.000000,166.400000,JavelinThrow
video_validation_0000419,206.000000,213.200000,JavelinThrow
video_validation_0000419,220.200000,224.600000,JavelinThrow
video_validation_0000419,253.100000,261.700000,JavelinThrow
video_validation_0000419,308.000000,313.400000,JavelinThrow
video_validation_0000419,328.600000,332.200000,JavelinThrow
video_validation_0000419,430.200000,440.200000,JavelinThrow
video_validation_0000419,455.800000,461.700000,JavelinThrow
video_validation_0000419,513.800000,521.400000,JavelinThrow
video_validation_0000419,527.800000,535.400000,JavelinThrow
video_validation_0000419,567.600000,572.200000,JavelinThrow
video_validation_0000419,580.000000,588.700000,JavelinThrow
video_validation_0000419,609.400000,615.100000,JavelinThrow
video_validation_0000419,625.300000,631.300000,JavelinThrow
video_validation_0000419,706.600000,713.400000,JavelinThrow
video_validation_0000419,724.200000,728.500000,JavelinThrow
video_validation_0000419,805.200000,813.000000,JavelinThrow
video_validation_0000419,858.100000,865.000000,JavelinThrow
video_validation_0000937,4.500000,4.800000,TennisSwing
video_validation_0000937,8.300000,9.300000,TennisSwing
