video-id,t-start,t-end,label
video_validation_0000664,20.400000,29.900000,PoleVault
video_validation_0000664,33.800000,37.800000,PoleVault
video_validation_0000664,43.500000,49.200000,PoleVault
video_validation_0000664,53.000000,59.300000,PoleVault
video_validation_0000664,63.900000,68.600000,PoleVault
video_validation_0000664,72.700000,78.800000,PoleVault
video_validation_0000664,85.400000,93.100000,PoleVault
video_validation_0000664,97.600000,105.000000,PoleVault
video_validation_0000931,31.400000,34.000000,TennisSwing
video_validation_0000931,34.500000,37.100000,TennisSwing
video_validation_0000931,38.800000,40.500000,TennisSwing
video_validation_0000931,57.500000,59.200000,TennisSwing
video_validation_0000931,61.600000,64.400000,TennisSwing
video_validation_0000931,65.400000,67.100000,TennisSwing
video_validation_0000282,7.700000,15.500000,GolfSwing
video_validation_0000282,29.300000,32.400000,GolfSwing
video_validation_0000282,32.800000,35.800000,GolfSwing
video_validation_0000982,5.800000,6.200000,VolleyballSpiking
video_validation_0000982,16.300000,18.200000,VolleyballSpiking
video_validation_0000937,4.500000,4.800000,TennisSwing
video_validation_0000937,8.300000,9.300000,TennisSwing
video_validation_0000937,11.400000,12.600000,TennisSwing
video_validation_0000937,13.600000,15.300000,TennisSwing
video_validation_0000937,15.900000,17.200000,TennisSwing
video_validation_0000937,22.600000,24.100000,TennisSwing
video_validation_0000937,39.700000,40.800000,TennisSwing
video_validation_0000937,41.500000,42.300000,TennisSwing
video_validation_0000937,44.000000,45.000000,TennisSwing
video_validation_0000283,0.000000,2.300000,GolfSwing
video_validation_0000283,11.100000,61.300000,GolfSwing
video_validation_0000289,3.000000,25.900000,GolfSwing
video_validation_0000289,32.800000,123.300000,GolfSwing
video_validation_0000981,4.300000,7.000000,VolleyballSpiking
video_validation_0000981,7.500000,9.100000,VolleyballSpiking
video_validation_0000981,12.500000,14.200000,VolleyballSpiking
video_validation_0000981,22.200000,23.200000,VolleyballSpiking
video_validation_0000981,37.600000,38.900000,VolleyballSpiking
video_validation_0000981,45.100000,46.500000,VolleyballSpiking
video_validation_0000981,54.900000,57.000000,VolleyballSpiking
video_validation_0000981,62.300000,63.800000,VolleyballSpiking
video_validation_0000981,69.700000,73.600000,VolleyballSpiking
video_validation_0000981,75.100000,76.400000,VolleyballSpiking
video_validation_0000981,77.700000,80.600000,VolleyballSpiking
video_validation_0000981,84.500000,85.600000,VolleyballSpiking
video_validation_0000981,88.600000,90.100000,VolleyballSpiking
video_validation_0000981,91.700000,92.300000,VolleyballSpiking
video_validation_0000981,92.400000,92.800000,VolleyballSpiking
video_validation_0000981,94.400000,95.400000,VolleyballSpiking
video_validation_0000981,103.600000,104.900000,VolleyballSpiking
video_validation_0000981,110.700000,111.100000,VolleyballSpiking
video_validation_0000981,115.200000,116.400000,VolleyballSpiking
video_validation_0000981,90.800000,91.300000,VolleyballSpiking
video_validation_0000851,11.800000,15.700000,SoccerPenalty
video_validation_0000851,17.400000,20.500000,SoccerPenalty
video_validation_0000935,34.200000,35.700000,TennisSwing
video_validation_0000935,37.800000,39.000000,TennisSwing
video_validation_0000935,41.300000,42.500000,TennisSwing
video_validation_0000935,44.400000,45.700000,TennisSwing
video_validation_0000935,47.600000,48.800000,TennisSwing
video_validation_0000935,51.500000,53.100000,TennisSwing
video_validation_0000935,54.400000,55.600000,TennisSwing
video_validation_0000935,57.900000,59.000000,TennisSwing
video_validation_0000935,61.000000,62.700000,TennisSwing
video_validation_0000935,64.300000,65.700000,TennisSwing
video_validation_0000935,67.800000,70.100000,TennisSwing
video_validation_0000288,79.500000,84.000000,GolfSwing
video_validation_0000288,105.800000,109.200000,GolfSwing
video_validation_0000286,172.400000,178.600000,GolfSwing
video_validation_0000939,71.000000,73.200000,TennisSwing
video_validation_0000939,74.700000,77.000000,TennisSwing
video_validation_0000939,78.900000,80.700000,TennisSwing
video_validation_0000939,86.200000,91.500000,TennisSwing
video_validation_0000939,16.800000,19.400000,TennisSwing
video_validation_0000939,19.400000,22.200000,TennisSwing
video_validation_0000939,33.000000,34.100000,TennisSwing
video_validation_0000939,34.900000,37.300000,TennisSwing
video_validation_0000939,38.800000,40.800000,TennisSwing
video_validation_0000939,42.400000,44.800000,TennisSwing
video_validation_0000939,51.600000,54.200000,TennisSwing
video_validation_0000939,54.800000,56.800000,TennisSwing
video_validation_0000284,13.000000,19.200000,GolfSwing
video_validation_0000284,22.400000,42.700000,GolfSwing
video_validation_0000284,43.900000,47.000000,GolfSwing
video_validation_0000284,47.600000,50.800000,GolfSwing
video_validation_0000940,9.300000,13.300000,TennisSwing
video_validation_0000940,13.700000,18.100000,TennisSwing
video_validation_0000858,39.600000,44.500000,SoccerPenalty
video_validation_0000858,55.800000,58.800000,SoccerPenalty
video_validation_0000287,29.200000,33.500000,GolfSwing
video_validation_0000287,39.900000,44.900000,GolfSwing
video_validation_0000287,57.900000,63.800000,GolfSwing
video_validation_0000287,77.300000,88.700000,GolfSwing
video_validation_0000668,0.000000,13.600000,PoleVault
video_validation_0000668,14.000000,23.000000,PoleVault
video_validation_0000668,23.400000,28.700000,PoleVault
video_validation_0000668,29.000000,35.400000,PoleVault
video_validation_0000668,35.600000,39.600000,PoleVault
video_validation_0000668,39.800000,45.500000,PoleVault
video_validation_0000668,46.600000,50.700000,PoleVault
video_validation_0000668,51.100000,58.300000,PoleVault
video_validation_0000668,58.600000,63.300000,PoleVault
video_validation_0000668,63.800000,70.700000,PoleVault
video_validation_0000668,70.900000,78.300000,PoleVault
video_validation_0000668,79.400000,84.500000,PoleVault
video_validation_0000668,85.000000,91.800000,PoleVault
video_validation_0000668,92.200000,96.600000,PoleVault
video_validation_0000668,97.100000,103.200000,PoleVault
video_validation_0000668,104.200000,108.500000,PoleVault
video_validation_0000668,108.900000,115.300000,PoleVault
video_validation_0000668,117.200000,122.600000,PoleVault
video_validation_0000668,123.300000,129.800000,PoleVault
video_validation_0000668,132.700000,137.000000,PoleVault
video_validation_0000668,137.700000,145.200000,PoleVault
video_validation_0000668,146.800000,151.800000,PoleVault
video_validation_0000668,152.600000,159.200000,PoleVault
video_validation_0000668,159.600000,164.200000,PoleVault
video_validation_0000668,164.700000,172.100000,PoleVault
video_validation_0000668,173.000000,177.900000,PoleVault
video_validation_0000668,178.300000,185.000000,PoleVault
video_validation_0000668,188.000000,193.100000,PoleVault
video_validation_0000668,193.600000,199.700000,PoleVault
video_validation_0000668,200.900000,206.900000,PoleVault
video_validation_0000668,207.400000,214.600000,PoleVault
video_validation_0000668,216.900000,231.200000,PoleVault
video_validation_0000668,232.200000,237.300000,PoleVault
video_validation_0000668,237.900000,244.100000,PoleVault
video_validation_0000668,246.000000,251.400000,PoleVault
video_validation_0000668,252.000000,258.500000,PoleVault
video_validation_0000668,259.300000,266.000000,PoleVault
video_validation_0000668,267.000000,272.100000,PoleVault
video_validation_0000668,272.500000,277.300000,PoleVault
video_validation_0000668,277.900000,284.800000,PoleVault
video_validation_0000668,285.900000,291.100000,PoleVault
video_validation_0000668,291.600000,297.800000,PoleVault
video_validation_0000668,300.100000,311.900000,PoleVault
video_validation_0000668,312.300000,320.000000,PoleVault
video_validation_0000668,321.900000,326.700000,PoleVault
video_validation_0000668,327.200000,332.600000,PoleVault
video_validation_0000668,333.200000,367.100000,PoleVault
video_validation_0000281,169.700000,175.300000,GolfSwing
video_validation_0000281,221.600000,225.300000,GolfSwing
video_validation_0000285,74.200000,81.800000,GolfSwing
video_validation_0000987,1.000000,2.700000,VolleyballSpiking
video_validation_0000987,4.800000,6.700000,VolleyballSpiking
video_validation_0000987,9.600000,11.000000,VolleyballSpiking
video_validation_0000987,12.600000,13.900000,VolleyballSpiking
video_validation_0000987,15.300000,16.500000,VolleyballSpiking
video_validation_0000987,17.600000,18.900000,VolleyballSpiking
video_validation_0000987,20.500000,21.700000,VolleyballSpiking
video_validation_0000987,23.200000,24.600000,VolleyballSpiking
video_validation_0000987,26.100000,26.900000,VolleyballSpiking
video_validation_0000987,27.900000,29.100000,VolleyballSpiking
video_validation_0000987,30.600000,31.500000,VolleyballSpiking
video_validation_0000987,32.500000,33.700000,VolleyballSpiking
video_validation_0000987,35.400000,36.200000,VolleyballSpiking
video_validation_0000987,37.100000,38.000000,VolleyballSpiking
video_validation_0000987,39.200000,40.000000,VolleyballSpiking
video_validation_0000987,40.600000,42.100000,VolleyballSpiking
video_validation_0000987,43.700000,44.800000,VolleyballSpiking
video_validation_0000987,46.100000,47.000000,VolleyballSpiking
video_validation_0000987,49.800000,51.000000,VolleyballSpiking
video_validation_0000987,52.400000,53.800000,VolleyballSpiking
video_validation_0000987,55.500000,57.000000,VolleyballSpiking
video_validation_0000987,57.600000,58.500000,VolleyballSpiking
video_validation_0000987,60.600000,61.600000,VolleyballSpiking
video_validation_0000987,62.300000,63.100000,VolleyballSpiking
video_validation_0000987,64.400000,65.800000,VolleyballSpiking
video_validation_0000987,66.600000,67.900000,VolleyballSpiking
video_validation_0000987,69.800000,70.900000,VolleyballSpiking
video_validation_0000987,71.700000,73.900000,VolleyballSpiking
video_validation_0000987,75.900000,76.700000,VolleyballSpiking
video_validation_0000987,78.800000,80.300000,VolleyballSpiking
video_validation_0000987,81.100000,82.100000,VolleyballSpiking
video_validation_0000987,83.300000,84.400000,VolleyballSpiking
video_validation_0000987,86.100000,86.900000,VolleyballSpiking
video_validation_0000987,87.700000,88.900000,VolleyballSpiking
video_validation_0000987,90.200000,91.500000,VolleyballSpiking
video_validation_0000987,93.300000,94.500000,VolleyballSpiking
video_validation_0000987,96.800000,98.600000,VolleyballSpiking
video_validation_0000987,99.600000,102.200000,VolleyballSpiking
video_validation_0000936,0.500000,6.500000,TennisSwing
video_validation_0000936,19.400000,27.900000,TennisSwing
video_validation_0000936,28.700000,32.400000,TennisSwing
video_validation_0000936,37.800000,42.000000,TennisSwing
video_validation_0000852,3.200000,6.500000,SoccerPenalty
video_validation_0000852,12.800000,15.800000,SoccerPenalty
video_validation_0000852,16.600000,20.400000,SoccerPenalty
video_validation_0000852,21.400000,24.500000,SoccerPenalty
video_validation_0000852,25.800000,28.800000,SoccerPenalty
video_validation_0000852,34.800000,37.500000,SoccerPenalty
video_validation_0000852,38.100000,41.800000,SoccerPenalty
video_validation_0000852,43.900000,46.500000,SoccerPenalty
