video-id,t-start,t-end,label
video_validation_0000176,0.300000,1.100000,CricketBowling
video_validation_0000176,4.000000,4.700000,CricketBowling
video_validation_0000176,6.700000,7.500000,CricketBowling
video_validation_0000176,10.100000,11.100000,CricketBowling
video_validation_0000176,12.900000,13.800000,CricketBowling
video_validation_0000176,16.400000,17.000000,CricketBowling
video_validation_0000176,19.700000,20.400000,CricketBowling
video_validation_0000176,22.100000,23.300000,CricketBowling
video_validation_0000176,24.700000,25.700000,CricketBowling
video_validation_0000176,28.800000,29.800000,CricketBowling
video_validation_0000176,32.500000,33.500000,CricketBowling
video_validation_0000176,35.400000,36.600000,CricketBowling
video_validation_0000176,39.400000,40.400000,CricketBowling
video_validation_0000176,42.200000,43.400000,CricketBowling
video_validation_0000176,44.600000,45.700000,CricketBowling
video_validation_0000176,46.900000,47.500000,CricketBowling
video_validation_0000176,49.900000,51.000000,CricketBowling
video_validation_0000176,52.700000,53.400000,CricketBowling
video_validation_0000176,55.000000,56.300000,CricketBowling
video_validation_0000176,57.400000,58.700000,CricketBowling
video_validation_0000176,61.700000,63.000000,CricketBowling
video_validation_0000176,64.900000,65.300000,CricketBowling
video_validation_0000176,68.800000,69.300000,CricketBowling
video_validation_0000176,71.900000,72.900000,CricketBowling
video_validation_0000176,75.100000,76.100000,CricketBowling
video_validation_0000176,78.100000,79.000000,CricketBowling
video_validation_0000176,82.600000,83.600000,CricketBowling
video_validation_0000176,87.500000,88.400000,CricketBowling
video_validation_0000176,90.200000,90.700000,CricketBowling
video_validation_0000176,92.600000,94.100000,CricketBowling
video_validation_0000176,95.200000,96.100000,CricketBowling
video_validation_0000176,98.800000,100.000000,CricketBowling
video_validation_0000176,102.100000,103.300000,CricketBowling
video_validation_0000176,106.400000,107.000000,CricketBowling
video_validation_0000176,110.300000,111.500000,CricketBowling
video_validation_0000176,112.500000,113.200000,CricketBowling
video_validation_0000176,116.900000,118.300000,CricketBowling
video_validation_0000176,120.400000,121.300000,CricketBowling
video_validation_0000176,123.500000,124.200000,CricketBowling
video_validation_0000176,126.300000,127.000000,CricketBowling
video_validation_0000176,129.700000,130.700000,CricketBowling
video_validation_0000176,1.100000,2.700000,CricketShot
video_validation_0000176,4.700000,5.800000,CricketShot
video_validation_0000176,7.500000,8.900000,CricketShot
video_validation_0000176,11.200000,11.900000,CricketShot
video_validation_0000176,13.800000,14.700000,CricketShot
video_validation_0000176,17.000000,18.200000,CricketShot
video_validation_0000176,20.400000,21.200000,CricketShot
video_validation_0000176,22.900000,23.700000,CricketShot
video_validation_0000176,25.400000,26.500000,CricketShot
video_validation_0000176,29.700000,30.900000,CricketShot
video_validation_0000176,33.300000,34.400000,CricketShot
video_validation_0000176,36.500000,37.500000,CricketShot
video_validation_0000176,40.200000,41.300000,CricketShot
video_validation_0000176,43.200000,44.200000,CricketShot
video_validation_0000176,45.500000,46.600000,CricketShot
video_validation_0000176,47.200000,48.400000,CricketShot
video_validation_0000176,50.700000,51.900000,CricketShot
video_validation_0000176,53.200000,53.800000,CricketShot
video_validation_0000176,56.200000,56.900000,CricketShot
video_validation_0000176,58.100000,59.600000,CricketShot
video_validation_0000176,62.700000,64.000000,CricketShot
video_validation_0000176,64.900000,66.000000,CricketShot
video_validation_0000176,69.100000,70.000000,CricketShot
video_validation_0000176,72.400000,73.800000,CricketShot
video_validation_0000176,75.900000,76.900000,CricketShot
video_validation_0000176,78.700000,80.300000,CricketShot
video_validation_0000176,83.200000,84.900000,CricketShot
video_validation_0000176,88.000000,89.300000,CricketShot
video_validation_0000176,90.300000,91.500000,CricketShot
video_validation_0000176,93.500000,94.500000,CricketShot
video_validation_0000176,95.600000,97.300000,CricketShot
video_validation_0000176,99.300000,100.700000,CricketShot
video_validation_0000176,102.500000,104.800000,CricketShot
video_validation_0000176,106.800000,107.700000,CricketShot
video_validation_0000176,111.100000,112.200000,CricketShot
video_validation_0000176,113.000000,114.100000,CricketShot
video_validation_0000176,117.600000,119.100000,CricketShot
video_validation_0000176,120.900000,122.600000,CricketShot
video_validation_0000176,123.900000,124.900000,CricketShot
video_validation_0000176,126.700000,127.700000,CricketShot
video_validation_0000176,130.400000,131.900000,CricketShot
video_validation_0000265,5.400000,7.800000,FrisbeeCatch
video_validation_0000265,8.300000,9.800000,FrisbeeCatch
