video-id,t-start,t-end,label
video_validation_0000664,20.400000,29.900000,PoleVault
video_validation_0000664,33.800000,37.800000,PoleVault
video_validation_0000664,43.500000,49.200000,PoleVault
video_validation_0000664,53.000000,59.300000,PoleVault
video_validation_0000664,63.900000,68.600000,PoleVault
video_validation_0000664,72.700000,78.800000,PoleVault
video_validation_0000664,85.400000,93.100000,PoleVault
video_validation_0000664,97.600000,105.000000,PoleVault
video_validation_0000931,31.400000,34.000000,TennisSwing
video_validation_0000931,34.500000,37.100000,TennisSwing
video_validation_0000931,38.800000,40.500000,TennisSwing
video_validation_0000931,57.500000,59.200000,TennisSwing
video_validation_0000931,61.600000,64.400000,TennisSwing
video_validation_0000931,65.400000,67.100000,TennisSwing
video_validation_0000163,37.200000,41.200000,CliffDiving
video_validation_0000163,53.600000,57.600000,CliffDiving
video_validation_0000163,94.000000,98.100000,CliffDiving
video_validation_0000163,104.600000,107.300000,CliffDiving
video_validation_0000163,127.900000,131.500000,CliffDiving
video_validation_0000163,148.700000,157.000000,CliffDiving
video_validation_0000163,172.800000,177.000000,CliffDiving
video_validation_0000282,7.700000,15.500000,GolfSwing
video_validation_0000282,29.300000,32.400000,GolfSwing
video_validation_0000282,32.800000,35.800000,GolfSwing
video_validation_0000059,4.900000,6.700000,Billiards
video_validation_0000059,25.600000,27.200000,Billiards
video_validation_0000059,42.600000,44.300000,Billiards
video_validation_0000059,68.500000,70.300000,Billiards
video_validation_0000059,82.800000,84.400000,Billiards
video_validation_0000059,90.800000,91.300000,Billiards
video_validation_0000059,104.200000,104.800000,Billiards
video_validation_0000059,112.100000,113.000000,Billiards
video_validation_0000059,132.600000,134.000000,Billiards
video_validation_0000059,145.500000,146.400000,Billiards
video_validation_0000059,170.600000,172.000000,Billiards
video_validation_0000059,183.300000,183.800000,Billiards
video_validation_0000059,200.700000,204.500000,Billiards
video_validation_0000059,213.400000,215.000000,Billiards
video_validation_0000059,123.000000,124.700000,Billiards
video_validation_0000176,0.300000,1.100000,CricketBowling
video_validation_0000176,4.000000,4.700000,CricketBowling
video_validation_0000176,6.700000,7.500000,CricketBowling
video_validation_0000176,10.100000,11.100000,CricketBowling
video_validation_0000176,12.900000,13.800000,CricketBowling
video_validation_0000176,16.400000,17.000000,CricketBowling
video_validation_0000176,19.700000,20.400000,CricketBowling
video_validation_0000176,22.100000,23.300000,CricketBowling
video_validation_0000176,24.700000,25.700000,CricketBowling
video_validation_0000176,28.800000,29.800000,CricketBowling
video_validation_0000176,32.500000,33.500000,CricketBowling
video_validation_0000176,35.400000,36.600000,CricketBowling
video_validation_0000176,39.400000,40.400000,CricketBowling
video_validation_0000176,42.200000,43.400000,CricketBowling
video_validation_0000176,44.600000,45.700000,CricketBowling
video_validation_0000176,46.900000,47.500000,CricketBowling
video_validation_0000176,49.900000,51.000000,CricketBowling
video_validation_0000176,52.700000,53.400000,CricketBowling
video_validation_0000176,55.000000,56.300000,CricketBowling
video_validation_0000176,57.400000,58.700000,CricketBowling
video_validation_0000176,61.700000,63.000000,CricketBowling
video_validation_0000176,64.900000,65.300000,CricketBowling
video_validation_0000176,68.800000,69.300000,CricketBowling
video_validation_0000176,71.900000,72.900000,CricketBowling
video_validation_0000176,75.100000,76.100000,CricketBowling
video_validation_0000176,78.100000,79.000000,CricketBowling
video_validation_0000176,82.600000,83.600000,CricketBowling
video_validation_0000176,87.500000,88.400000,CricketBowling
video_validation_0000176,90.200000,90.700000,CricketBowling
video_validation_0000176,92.600000,94.100000,CricketBowling
video_validation_0000176,95.200000,96.100000,CricketBowling
video_validation_0000176,98.800000,100.000000,CricketBowling
video_validation_0000176,102.100000,103.300000,CricketBowling
video_validation_0000176,106.400000,107.000000,CricketBowling
video_validation_0000176,110.300000,111.500000,CricketBowling
video_validation_0000176,112.500000,113.200000,CricketBowling
video_validation_0000176,116.900000,118.300000,CricketBowling
video_validation_0000176,120.400000,121.300000,CricketBowling
video_validation_0000176,123.500000,124.200000,CricketBowling
video_validation_0000176,126.300000,127.000000,CricketBowling
video_validation_0000176,129.700000,130.700000,CricketBowling
video_validation_0000176,1.100000,2.700000,CricketShot
video_validation_0000176,4.700000,5.800000,CricketShot
video_validation_0000176,7.500000,8.900000,CricketShot
video_validation_0000176,11.200000,11.900000,CricketShot
video_validation_0000176,13.800000,14.700000,CricketShot
video_validation_0000176,17.000000,18.200000,CricketShot
video_validation_0000176,20.400000,21.200000,CricketShot
video_validation_0000176,22.900000,23.700000,CricketShot
video_validation_0000176,25.400000,26.500000,CricketShot
video_validation_0000176,29.700000,30.900000,CricketShot
video_validation_0000176,33.300000,34.400000,CricketShot
video_validation_0000176,36.500000,37.500000,CricketShot
video_validation_0000176,40.200000,41.300000,CricketShot
video_validation_0000176,43.200000,44.200000,CricketShot
video_validation_0000176,45.500000,46.600000,CricketShot
video_validation_0000176,47.200000,48.400000,CricketShot
video_validation_0000176,50.700000,51.900000,CricketShot
video_validation_0000176,53.200000,53.800000,CricketShot
video_validation_0000176,56.200000,56.900000,CricketShot
video_validation_0000176,58.100000,59.600000,CricketShot
video_validation_0000176,62.700000,64.000000,CricketShot
video_validation_0000176,64.900000,66.000000,CricketShot
video_validation_0000176,69.100000,70.000000,CricketShot
video_validation_0000176,72.400000,73.800000,CricketShot
video_validation_0000176,75.900000,76.900000,CricketShot
video_validation_0000176,78.700000,80.300000,CricketShot
video_validation_0000176,83.200000,84.900000,CricketShot
video_validation_0000176,88.000000,89.300000,CricketShot
video_validation_0000176,90.300000,91.500000,CricketShot
video_validation_0000176,93.500000,94.500000,CricketShot
video_validation_0000176,95.600000,97.300000,CricketShot
video_validation_0000176,99.300000,100.700000,CricketShot
video_validation_0000176,102.500000,104.800000,CricketShot
video_validation_0000176,106.800000,107.700000,CricketShot
video_validation_0000176,111.100000,112.200000,CricketShot
video_validation_0000176,113.000000,114.100000,CricketShot
video_validation_0000176,117.600000,119.100000,CricketShot
video_validation_0000176,120.900000,122.600000,CricketShot
video_validation_0000176,123.900000,124.900000,CricketShot
video_validation_0000176,126.700000,127.700000,CricketShot
video_validation_0000176,130.400000,131.900000,CricketShot
video_validation_0000937,4.500000,4.800000,TennisSwing
video_validation_0000937,8.300000,9.300000,TennisSwing
video_validation_0000937,11.400000,12.600000,TennisSwing
video_validation_0000937,13.600000,15.300000,TennisSwing
video_validation_0000937,15.900000,17.200000,TennisSwing
video_validation_0000937,22.600000,24.100000,TennisSwing
video_validation_0000937,39.700000,40.800000,TennisSwing
video_validation_0000937,41.500000,42.300000,TennisSwing
video_validation_0000937,44.000000,45.000000,TennisSwing
video_validation_0000178,11.900000,15.000000,CricketBowling
video_validation_0000178,34.800000,48.000000,CricketBowling
video_validation_0000178,62.700000,67.900000,CricketBowling
video_validation_0000178,71.600000,80.300000,CricketBowling
video_validation_0000178,82.800000,86.000000,CricketBowling
video_validation_0000178,86.800000,91.000000,CricketBowling
video_validation_0000178,96.000000,97.700000,CricketBowling
video_validation_0000178,14.300000,16.500000,CricketShot
video_validation_0000283,0.000000,2.300000,GolfSwing
video_validation_0000283,11.100000,61.300000,GolfSwing
video_validation_0000182,7.600000,8.500000,CricketShot
video_validation_0000182,14.200000,15.600000,CricketShot
video_validation_0000182,27.900000,29.200000,CricketShot
video_validation_0000182,32.100000,34.200000,CricketShot
video_validation_0000182,45.300000,49.800000,CricketShot
video_validation_0000182,53.700000,55.200000,CricketShot
video_validation_0000182,70.900000,85.700000,CricketShot
video_validation_0000182,89.700000,91.600000,CricketShot
video_validation_0000182,93.300000,95.500000,CricketShot
video_validation_0000182,56.800000,59.200000,CricketShot
video_validation_0000289,3.000000,25.900000,GolfSwing
video_validation_0000289,32.800000,123.300000,GolfSwing
video_validation_0000179,8.700000,11.100000,CricketBowling
video_validation_0000179,38.600000,39.800000,CricketBowling
video_validation_0000179,62.300000,63.500000,CricketBowling
video_validation_0000179,73.200000,75.400000,CricketBowling
video_validation_0000179,88.800000,89.600000,CricketBowling
video_validation_0000179,91.400000,92.900000,CricketBowling
video_validation_0000179,100.200000,101.600000,CricketBowling
video_validation_0000179,105.400000,107.200000,CricketBowling
video_validation_0000179,116.200000,117.000000,CricketBowling
video_validation_0000179,119.900000,120.600000,CricketBowling
video_validation_0000179,145.000000,145.700000,CricketBowling
video_validation_0000179,170.400000,171.400000,CricketBowling
video_validation_0000179,39.100000,40.700000,CricketShot
video_validation_0000179,62.900000,63.900000,CricketShot
video_validation_0000179,74.200000,76.400000,CricketShot
video_validation_0000179,89.400000,90.000000,CricketShot
video_validation_0000179,101.600000,103.600000,CricketShot
video_validation_0000179,116.900000,117.600000,CricketShot
video_validation_0000179,145.400000,146.300000,CricketShot
video_validation_0000179,170.700000,171.800000,CricketShot
video_validation_0000943,5.000000,12.000000,ThrowDiscus
video_validation_0000943,14.300000,20.800000,ThrowDiscus
video_validation_0000943,26.200000,29.700000,ThrowDiscus
video_validation_0000943,63.300000,69.200000,ThrowDiscus
video_validation_0000943,70.000000,75.300000,ThrowDiscus
video_validation_0000904,9.700000,11.400000,BasketballDunk
video_validation_0000904,40.100000,43.100000,BasketballDunk
video_validation_0000904,62.900000,65.200000,BasketballDunk
video_validation_0000904,75.100000,76.400000,BasketballDunk
video_validation_0000904,80.800000,82.800000,BasketballDunk
video_validation_0000904,87.200000,89.500000,BasketballDunk
video_validation_0000904,91.600000,92.900000,BasketballDunk
video_validation_0000904,95.700000,97.100000,BasketballDunk
video_validation_0000904,101.700000,103.400000,BasketballDunk
video_validation_0000904,107.700000,109.100000,BasketballDunk
video_validation_0000904,113.900000,115.100000,BasketballDunk
video_validation_0000904,120.900000,122.100000,BasketballDunk
video_validation_0000904,126.800000,128.100000,BasketballDunk
video_validation_0000904,135.400000,136.600000,BasketballDunk
video_validation_0000904,143.300000,144.600000,BasketballDunk
video_validation_0000904,149.400000,151.200000,BasketballDunk
video_validation_0000904,162.800000,163.700000,BasketballDunk
video_validation_0000904,167.900000,169.900000,BasketballDunk
video_validation_0000904,172.200000,173.300000,BasketballDunk
video_validation_0000904,177.600000,179.100000,BasketballDunk
video_validation_0000904,186.400000,187.600000,BasketballDunk
video_validation_0000904,192.700000,194.100000,BasketballDunk
video_validation_0000904,196.700000,198.300000,BasketballDunk
video_validation_0000904,203.600000,205.400000,BasketballDunk
