video-id,t-start,t-end,label
video_validation_0000059,4.900000,6.700000,Billiards
video_validation_0000059,25.600000,27.200000,Billiards
video_validation_0000059,42.600000,44.300000,Billiards
video_validation_0000059,68.500000,70.300000,Billiards
video_validation_0000059,82.800000,84.400000,Billiards
video_validation_0000059,90.800000,91.300000,Billiards
video_validation_0000059,104.200000,104.800000,Billiards
video_validation_0000059,112.100000,113.000000,Billiards
video_validation_0000059,132.600000,134.000000,Billiards
video_validation_0000059,145.500000,146.400000,Billiards
video_validation_0000059,170.600000,172.000000,Billiards
video_validation_0000059,183.300000,183.800000,Billiards
video_validation_0000059,200.700000,204.500000,Billiards
video_validation_0000059,213.400000,215.000000,Billiards
video_validation_0000059,123.000000,124.700000,Billiards
video_validation_0000682,1.500000,5.400000,BaseballPitch
video_validation_0000682,79.300000,83.900000,BaseballPitch
video_validation_0000176,0.300000,1.100000,CricketBowling
video_validation_0000176,4.000000,4.700000,CricketBowling
video_validation_0000176,6.700000,7.500000,CricketBowling
video_validation_0000176,10.100000,11.100000,CricketBowling
video_validation_0000176,12.900000,13.800000,CricketBowling
video_validation_0000176,16.400000,17.000000,CricketBowling
video_validation_0000176,19.700000,20.400000,CricketBowling
video_validation_0000176,22.100000,23.300000,CricketBowling
video_validation_0000176,24.700000,25.700000,CricketBowling
video_validation_0000176,28.800000,29.800000,CricketBowling
video_validation_0000176,32.500000,33.500000,CricketBowling
video_validation_0000176,35.400000,36.600000,CricketBowling
video_validation_0000176,39.400000,40.400000,CricketBowling
video_validation_0000176,42.200000,43.400000,CricketBowling
video_validation_0000176,44.600000,45.700000,CricketBowling
video_validation_0000176,46.900000,47.500000,CricketBowling
video_validation_0000176,49.900000,51.000000,CricketBowling
video_validation_0000176,52.700000,53.400000,CricketBowling
video_validation_0000176,55.000000,56.300000,CricketBowling
video_validation_0000176,57.400000,58.700000,CricketBowling
video_validation_0000176,61.700000,63.000000,CricketBowling
video_validation_0000176,64.900000,65.300000,CricketBowling
video_validation_0000176,68.800000,69.300000,CricketBowling
video_validation_0000176,71.900000,72.900000,CricketBowling
video_validation_0000176,75.100000,76.100000,CricketBowling
video_validation_0000176,78.100000,79.000000,CricketBowling
video_validation_0000176,82.600000,83.600000,CricketBowling
video_validation_0000176,87.500000,88.400000,CricketBowling
video_validation_0000176,90.200000,90.700000,CricketBowling
video_validation_0000176,92.600000,94.100000,CricketBowling
video_validation_0000176,95.200000,96.100000,CricketBowling
video_validation_0000176,98.800000,100.000000,CricketBowling
video_validation_0000176,102.100000,103.300000,CricketBowling
video_validation_0000176,106.400000,107.000000,CricketBowling
video_validation_0000176,110.300000,111.500000,CricketBowling
video_validation_0000176,112.500000,113.200000,CricketBowling
video_validation_0000176,116.900000,118.300000,CricketBowling
video_validation_0000176,120.400000,121.300000,CricketBowling
video_validation_0000176,123.500000,124.200000,CricketBowling
video_validation_0000176,126.300000,127.000000,CricketBowling
video_validation_0000176,129.700000,130.700000,CricketBowling
video_validation_0000176,1.100000,2.700000,CricketShot
video_validation_0000176,4.700000,5.800000,CricketShot
video_validation_0000176,7.500000,8.900000,CricketShot
video_validation_0000176,11.200000,11.900000,CricketShot
video_validation_0000176,13.800000,14.700000,CricketShot
video_validation_0000176,17.000000,18.200000,CricketShot
