video-id,t-start,t-end,score,label
video_validation_0000163,26.933333,31.266667,30.458142,Diving
video_validation_0000163,37.266667,41.166667,30.590676,Diving
video_validation_0000163,48.033333,51.466667,19.385698,Diving
video_validation_0000163,53.133333,58.066667,31.791598,Diving
video_validation_0000163,83.000000,84.033333,3.850164,Diving
video_validation_0000163,88.733333,92.666667,23.874110,Diving
video_validation_0000163,93.633333,103.466667,27.093139,Diving
video_validation_0000163,104.700000,109.333333,29.954068,Diving
video_validation_0000163,110.533333,113.900000,6.020431,Diving
video_validation_0000163,116.500000,122.600000,24.039561,Diving
video_validation_0000163,125.366667,150.500000,27.807821,Diving
video_validation_0000163,152.200000,158.233333,32.258273,Diving
video_validation_0000163,160.600000,169.300000,23.150088,Diving
video_validation_0000163,170.366667,180.666667,28.741812,Diving
video_validation_0000163,189.333333,194.466667,21.084980,Diving
video_validation_0000163,198.266667,202.600000,11.448979,Diving
video_validation_0000163,203.833333,204.666667,2.744353,Diving
video_validation_0000163,206.066667,206.266667,2.039654,Diving
video_validation_0000163,207.233333,210.600000,7.603768,Diving
video_validation_0000163,214.166667,214.666667,4.318225,Diving
video_validation_0000163,215.733333,216.266667,2.443271,Diving
video_validation_0000163,226.366667,233.833333,11.736397,Diving
video_validation_0000202,3.633333,8.866667,16.713973,BasketballDunk
video_validation_0000202,10.200000,10.666667,1.276490,BasketballDunk
video_validation_0000202,13.400000,14.766667,6.544581,BasketballDunk
video_validation_0000202,15.566667,16.033333,4.370399,BasketballDunk
video_validation_0000202,20.100000,20.133333,4.293283,BasketballDunk
video_validation_0000202,21.833333,23.133333,11.990736,BasketballDunk
video_validation_0000202,24.333333,24.966667,1.999124,BasketballDunk
video_validation_0000202,26.933333,27.100000,1.364801,BasketballDunk
video_validation_0000202,27.800000,35.766667,14.323402,BasketballDunk
video_validation_0000202,39.200000,41.300000,5.233029,BasketballDunk
video_validation_0000202,42.666667,42.966667,4.322603,BasketballDunk
video_validation_0000202,43.700000,46.366667,18.932373,BasketballDunk
video_validation_0000202,52.000000,54.400000,13.362535,BasketballDunk
video_validation_0000202,58.800000,62.500000,15.775977,BasketballDunk
video_validation_0000202,63.900000,64.300000,5.236652,BasketballDunk
video_validation_0000202,67.166667,76.266667,27.651910,BasketballDunk
video_validation_0000202,77.200000,85.600000,16.080811,BasketballDunk
video_validation_0000202,86.500000,89.766667,6.643464,BasketballDunk
video_validation_0000202,91.866667,93.800000,6.750171,BasketballDunk
video_validation_0000202,99.166667,116.300000,23.994905,BasketballDunk
video_validation_0000202,118.233333,122.600000,10.250871,BasketballDunk
video_validation_0000202,123.833333,123.900000,3.087756,BasketballDunk
video_validation_0000202,127.433333,129.200000,12.367923,BasketballDunk
video_validation_0000202,131.600000,134.766667,11.712203,BasketballDunk
video_validation_0000202,138.600000,139.633333,7.238202,BasketballDunk
video_validation_0000202,146.833333,149.800000,19.102579,BasketballDunk
video_validation_0000202,151.233333,151.866667,8.531490,BasketballDunk
video_validation_0000202,153.333333,155.533333,11.075509,BasketballDunk
video_validation_0000202,156.400000,156.433333,0.102599,BasketballDunk
video_validation_0000202,157.666667,163.800000,19.775379,BasketballDunk
video_validation_0000202,172.666667,174.833333,15.673825,BasketballDunk
video_validation_0000202,176.966667,181.766667,17.649137,BasketballDunk
video_validation_0000202,183.866667,183.900000,2.488706,BasketballDunk
video_validation_0000202,185.566667,187.166667,3.669001,BasketballDunk
video_validation_0000282,0.000000,3.566667,9.234976,GolfSwing
video_validation_0000282,6.166667,6.966667,3.799799,GolfSwing
video_validation_0000282,7.766667,15.500000,20.310054,GolfSwing
video_validation_0000282,29.100000,36.133333,19.694796,GolfSwing
video_validation_0000059,4.800000,13.233333,37.319215,Billiards
video_validation_0000059,22.766667,31.300000,34.552561,Billiards
video_validation_0000059,37.766667,38.433333,13.360700,Billiards
video_validation_0000059,41.266667,54.400000,29.656649,Billiards
video_validation_0000059,55.733333,56.233333,4.972614,Billiards
video_validation_0000059,60.133333,60.366667,3.635590,Billiards
video_validation_0000059,67.466667,71.300000,31.405722,Billiards
video_validation_0000059,77.866667,78.600000,12.962521,Billiards
video_validation_0000059,81.333333,88.566667,32.645072,Billiards
video_validation_0000059,90.766667,95.300000,34.461558,Billiards
video_validation_0000059,101.900000,106.366667,25.470364,Billiards
video_validation_0000059,110.700000,115.866667,30.265763,Billiards
video_validation_0000059,123.100000,130.033333,18.516374,Billiards
video_validation_0000059,132.333333,137.766667,31.323953,Billiards
video_validation_0000059,144.700000,154.200000,38.840144,Billiards
video_validation_0000059,157.033333,157.200000,3.870798,Billiards
video_validation_0000059,166.500000,179.333333,37.279703,Billiards
video_validation_0000059,182.600000,195.000000,41.873837,Billiards
video_validation_0000059,201.400000,207.333333,32.016239,Billiards
video_validation_0000059,211.033333,219.433333,40.356497,Billiards
video_validation_0000205,0.000000,0.533333,5.388350,Diving
video_validation_0000205,1.433333,10.400000,20.515089,Diving
video_validation_0000205,13.200000,16.866667,16.314212,Diving
video_validation_0000205,25.433333,33.766667,22.754356,Diving
video_validation_0000205,35.000000,37.400000,16.086844,Diving
video_validation_0000205,48.866667,49.933333,5.515363,Diving
video_validation_0000205,51.800000,52.300000,10.022902,Diving
video_validation_0000205,53.300000,53.866667,6.313478,Diving
video_validation_0000205,56.466667,57.600000,10.457048,Diving
video_validation_0000205,59.233333,61.333333,18.490348,Diving
video_validation_0000205,62.866667,64.766667,15.185369,Diving
video_validation_0000205,68.500000,73.633333,16.679581,Diving
video_validation_0000205,75.633333,77.533333,12.342708,Diving
video_validation_0000205,79.066667,79.500000,1.227523,Diving
video_validation_0000205,81.366667,82.900000,9.093475,Diving
video_validation_0000205,86.466667,86.766667,6.953566,Diving
video_validation_0000205,87.600000,90.333333,17.158196,Diving
video_validation_0000205,91.966667,92.200000,2.140761,Diving
video_validation_0000205,93.166667,94.800000,13.882950,Diving
video_validation_0000205,96.833333,99.200000,13.258297,Diving
video_validation_0000205,103.766667,107.000000,16.776057,Diving
video_validation_0000205,110.700000,111.533333,9.918752,Diving
video_validation_0000205,113.433333,113.933333,8.589601,Diving
video_validation_0000205,115.300000,117.533333,11.297474,Diving
video_validation_0000205,118.266667,120.633333,11.186247,Diving
video_validation_0000205,121.733333,124.466667,15.929862,Diving
video_validation_0000205,132.200000,132.300000,-1.368926,Diving
video_validation_0000205,133.233333,133.633333,6.449995,Diving
