video-id,t-start,t-end,score,label
video_validation_0000931,11.133333,11.666667,7.412384,TennisSwing
video_validation_0000931,19.600000,76.133333,32.947282,TennisSwing
video_validation_0000931,77.133333,79.933333,7.067690,TennisSwing
video_validation_0000163,18.566667,20.600000,6.632470,CliffDiving
video_validation_0000163,26.966667,31.300000,27.830415,CliffDiving
video_validation_0000163,35.533333,35.900000,6.076735,CliffDiving
video_validation_0000163,37.200000,39.566667,22.706330,CliffDiving
video_validation_0000163,47.966667,51.466667,20.692996,CliffDiving
video_validation_0000163,53.166667,58.033333,29.984660,CliffDiving
video_validation_0000163,74.466667,74.566667,2.485589,CliffDiving
video_validation_0000163,79.466667,85.366667,16.992725,CliffDiving
video_validation_0000163,88.600000,92.766667,29.638878,CliffDiving
video_validation_0000163,93.566667,101.633333,30.177089,CliffDiving
video_validation_0000163,104.066667,108.966667,24.073957,CliffDiving
video_validation_0000163,116.466667,120.866667,31.619196,CliffDiving
video_validation_0000163,125.400000,131.100000,27.171000,CliffDiving
video_validation_0000163,133.200000,139.700000,16.759550,CliffDiving
video_validation_0000163,140.533333,150.433333,27.148688,CliffDiving
video_validation_0000163,152.233333,158.233333,34.168216,CliffDiving
video_validation_0000163,160.366667,169.266667,24.629293,CliffDiving
video_validation_0000163,170.466667,180.433333,28.941580,CliffDiving
video_validation_0000163,189.333333,210.666667,24.278577,CliffDiving
video_validation_0000163,214.100000,216.333333,6.489003,CliffDiving
video_validation_0000163,226.900000,233.833333,19.570080,CliffDiving
video_validation_0000176,0.000000,2.233333,12.119183,CricketShot
video_validation_0000176,5.033333,5.733333,7.388811,CricketShot
video_validation_0000176,6.833333,8.566667,10.631294,CricketShot
video_validation_0000176,10.100000,14.966667,20.326789,CricketShot
video_validation_0000176,16.466667,18.466667,14.056788,CricketShot
video_validation_0000176,19.633333,21.000000,11.032022,CricketShot
video_validation_0000176,22.266667,27.266667,19.244586,CricketShot
video_validation_0000176,28.900000,31.466667,17.050160,CricketShot
video_validation_0000176,32.600000,34.000000,13.769209,CricketShot
video_validation_0000176,35.466667,36.500000,7.900124,CricketShot
video_validation_0000176,39.533333,41.966667,16.445005,CricketShot
video_validation_0000176,44.733333,48.133333,10.816800,CricketShot
video_validation_0000176,49.666667,53.733333,16.518113,CricketShot
video_validation_0000176,55.200000,60.400000,20.533006,CricketShot
video_validation_0000176,62.200000,65.900000,15.627725,CricketShot
video_validation_0000176,68.900000,70.666667,8.499092,CricketShot
video_validation_0000176,76.233333,79.866667,13.600535,CricketShot
video_validation_0000176,80.700000,80.833333,2.222965,CricketShot
video_validation_0000176,82.666667,85.266667,13.682385,CricketShot
video_validation_0000176,86.833333,89.266667,14.886322,CricketShot
video_validation_0000176,90.133333,91.366667,10.857707,CricketShot
video_validation_0000176,92.466667,97.266667,19.998820,CricketShot
video_validation_0000176,98.866667,100.866667,10.858207,CricketShot
video_validation_0000176,102.200000,104.933333,22.722534,CricketShot
video_validation_0000176,106.500000,107.700000,11.225008,CricketShot
video_validation_0000176,109.866667,115.233333,17.581823,CricketShot
video_validation_0000176,117.000000,119.233333,13.453074,CricketShot
video_validation_0000176,120.600000,121.733333,8.861232,CricketShot
video_validation_0000176,123.066667,125.833333,16.397212,CricketShot
video_validation_0000176,129.600000,132.366667,16.550374,CricketShot
video_validation_0000419,0.000000,4.800000,30.438866,JavelinThrow
video_validation_0000419,8.880000,18.480000,31.133551,JavelinThrow
video_validation_0000419,20.200000,23.120000,12.881504,JavelinThrow
video_validation_0000419,27.320000,31.520000,29.357540,JavelinThrow
video_validation_0000419,32.360000,34.960000,13.637747,JavelinThrow
video_validation_0000419,36.480000,37.280000,2.330254,JavelinThrow
video_validation_0000419,38.200000,40.680000,13.335355,JavelinThrow
video_validation_0000419,43.360000,45.080000,3.884272,JavelinThrow
video_validation_0000419,55.040000,64.920000,41.908570,JavelinThrow
video_validation_0000419,68.920000,73.440000,37.184051,JavelinThrow
video_validation_0000419,78.560000,92.200000,30.224353,JavelinThrow
video_validation_0000419,94.800000,100.800000,30.402709,JavelinThrow
video_validation_0000419,102.920000,109.520000,28.185854,JavelinThrow
video_validation_0000419,111.120000,112.120000,4.405362,JavelinThrow
video_validation_0000419,117.360000,118.800000,5.814860,JavelinThrow
video_validation_0000419,122.200000,123.480000,7.379925,JavelinThrow
video_validation_0000419,130.880000,140.240000,31.792845,JavelinThrow
video_validation_0000419,144.920000,146.160000,7.973934,JavelinThrow
video_validation_0000419,147.240000,153.360000,20.590714,JavelinThrow
video_validation_0000419,155.600000,158.800000,15.984230,JavelinThrow
video_validation_0000419,162.760000,168.520000,32.467925,JavelinThrow
video_validation_0000419,171.480000,176.200000,19.932472,JavelinThrow
video_validation_0000419,179.120000,179.440000,0.199361,JavelinThrow
video_validation_0000419,185.800000,195.080000,33.327758,JavelinThrow
video_validation_0000419,202.160000,234.000000,36.928279,JavelinThrow
video_validation_0000419,235.320000,235.800000,4.295963,JavelinThrow
video_validation_0000419,237.960000,238.480000,3.169560,JavelinThrow
video_validation_0000419,240.640000,247.640000,29.317402,JavelinThrow
