video-id,t-start,t-end,score,label
video_validation_0000664,1.500000,10.900000,19.868857,PoleVault
video_validation_0000664,16.200000,30.100000,34.498124,PoleVault
video_validation_0000664,32.766667,32.900000,1.108512,PoleVault
video_validation_0000664,33.900000,39.100000,39.543776,PoleVault
video_validation_0000664,41.633333,41.666667,-3.186830,PoleVault
video_validation_0000664,42.833333,49.533333,32.422650,PoleVault
video_validation_0000664,50.266667,60.233333,34.698468,PoleVault
video_validation_0000664,62.266667,68.966667,37.980000,PoleVault
video_validation_0000664,72.466667,81.566667,35.610639,PoleVault
video_validation_0000664,84.900000,105.566667,39.357546,PoleVault
video_validation_0000664,109.466667,114.300000,27.217540,PoleVault
video_validation_0000931,11.133333,11.666667,7.412384,TennisSwing
video_validation_0000931,19.600000,76.133333,32.947282,TennisSwing
video_validation_0000931,77.133333,79.933333,7.067690,TennisSwing
video_validation_0000282,0.000000,3.566667,9.234976,GolfSwing
video_validation_0000282,6.166667,6.966667,3.799799,GolfSwing
video_validation_0000282,7.766667,15.500000,20.310054,GolfSwing
video_validation_0000282,29.100000,36.133333,19.694796,GolfSwing
video_validation_0000982,2.533333,3.566667,9.485940,VolleyballSpiking
video_validation_0000982,4.366667,8.433333,16.606214,VolleyballSpiking
video_validation_0000982,12.800000,18.833333,31.852826,VolleyballSpiking
video_validation_0000937,0.166667,24.600000,32.556193,TennisSwing
video_validation_0000937,29.666667,30.800000,10.609678,TennisSwing
video_validation_0000937,35.233333,49.200000,40.096234,TennisSwing
video_validation_0000283,0.000000,0.833333,7.355103,GolfSwing
video_validation_0000283,2.233333,5.066667,6.132363,GolfSwing
video_validation_0000283,7.900000,9.766667,2.721455,GolfSwing
video_validation_0000283,11.866667,15.000000,8.233233,GolfSwing
video_validation_0000283,16.766667,19.733333,6.341074,GolfSwing
video_validation_0000283,24.133333,25.066667,4.727944,GolfSwing
video_validation_0000283,31.666667,32.400000,5.182645,GolfSwing
video_validation_0000283,34.266667,35.366667,8.527894,GolfSwing
video_validation_0000283,38.066667,41.933333,8.999643,GolfSwing
video_validation_0000283,42.933333,44.466667,11.615707,GolfSwing
video_validation_0000283,47.666667,48.566667,7.757987,GolfSwing
video_validation_0000283,49.900000,57.933333,12.322124,GolfSwing
video_validation_0000283,58.700000,61.633333,8.068854,GolfSwing
video_validation_0000289,6.733333,9.700000,8.748876,GolfSwing
video_validation_0000289,10.833333,12.666667,8.656953,GolfSwing
video_validation_0000289,14.233333,26.666667,19.383225,GolfSwing
video_validation_0000289,43.766667,59.033333,16.609270,GolfSwing
video_validation_0000289,60.900000,61.466667,4.757808,GolfSwing
video_validation_0000289,64.300000,67.733333,8.365596,GolfSwing
video_validation_0000289,73.800000,124.100000,26.677662,GolfSwing
video_validation_0000981,0.000000,9.300000,29.981377,VolleyballSpiking
video_validation_0000981,12.700000,14.433333,20.291602,VolleyballSpiking
video_validation_0000981,20.133333,25.533333,21.777308,VolleyballSpiking
video_validation_0000981,30.500000,30.966667,5.084603,VolleyballSpiking
video_validation_0000981,33.433333,33.766667,3.319659,VolleyballSpiking
video_validation_0000981,35.733333,39.200000,22.441911,VolleyballSpiking
video_validation_0000981,46.066667,52.333333,25.048618,VolleyballSpiking
video_validation_0000981,54.300000,60.733333,31.383705,VolleyballSpiking
video_validation_0000981,63.466667,81.666667,34.551969,VolleyballSpiking
video_validation_0000981,83.500000,95.900000,32.154899,VolleyballSpiking
video_validation_0000981,96.866667,99.866667,17.414547,VolleyballSpiking
video_validation_0000981,101.366667,102.833333,6.121455,VolleyballSpiking
video_validation_0000981,108.566667,111.100000,19.191061,VolleyballSpiking
video_validation_0000981,115.333333,117.233333,14.871444,VolleyballSpiking
video_validation_0000981,119.200000,119.300000,1.680695,VolleyballSpiking
video_validation_0000851,6.700000,24.200000,51.801829,SoccerPenalty
video_validation_0000935,10.466667,22.000000,17.324916,TennisSwing
video_validation_0000935,23.300000,32.666667,18.741357,TennisSwing
video_validation_0000935,33.866667,35.633333,6.250894,TennisSwing
video_validation_0000935,44.000000,49.166667,8.950975,TennisSwing
video_validation_0000935,56.633333,62.433333,11.874851,TennisSwing
video_validation_0000935,63.233333,69.666667,7.577588,TennisSwing
video_validation_0000935,71.433333,81.133333,13.794310,TennisSwing
video_validation_0000935,81.833333,91.266667,12.714022,TennisSwing
video_validation_0000288,0.000000,3.700000,11.538721,GolfSwing
video_validation_0000288,5.533333,12.300000,19.592008,GolfSwing
video_validation_0000288,13.033333,23.266667,30.428795,GolfSwing
video_validation_0000288,24.033333,25.066667,11.284334,GolfSwing
video_validation_0000288,26.166667,30.500000,14.530317,GolfSwing
video_validation_0000288,45.133333,45.500000,9.680801,GolfSwing
video_validation_0000288,47.200000,47.566667,7.511908,GolfSwing
video_validation_0000288,56.333333,58.133333,5.522561,GolfSwing
video_validation_0000288,59.400000,59.433333,1.297277,GolfSwing
video_validation_0000288,61.700000,84.400000,26.751887,GolfSwing
video_validation_0000288,85.233333,85.266667,2.289051,GolfSwing
video_validation_0000288,87.766667,88.800000,5.851012,GolfSwing
video_validation_0000288,93.800000,94.066667,2.831332,GolfSwing
video_validation_0000288,99.000000,100.166667,12.753836,GolfSwing
video_validation_0000288,106.200000,107.633333,11.917279,GolfSwing
video_validation_0000286,24.600000,26.266667,3.741654,GolfSwing
video_validation_0000286,29.900000,30.466667,4.871570,GolfSwing
video_validation_0000286,34.666667,37.633333,5.180863,GolfSwing
video_validation_0000286,38.366667,41.833333,9.102794,GolfSwing
video_validation_0000286,42.600000,47.033333,10.483085,GolfSwing
video_validation_0000286,47.900000,48.566667,4.784563,GolfSwing
video_validation_0000286,60.066667,60.800000,7.205837,GolfSwing
video_validation_0000286,70.233333,71.466667,3.911392,GolfSwing
video_validation_0000286,79.100000,79.200000,-1.420925,GolfSwing
video_validation_0000286,80.266667,84.766667,7.024463,GolfSwing
video_validation_0000286,85.800000,93.533333,14.044721,GolfSwing
video_validation_0000286,94.866667,99.766667,11.478311,GolfSwing
