video-id,t-start,t-end,score,label
video_validation_0000931,11.133333,11.666667,7.412384,TennisSwing
video_validation_0000931,19.600000,76.133333,32.947282,TennisSwing
video_validation_0000931,77.133333,79.933333,7.067690,TennisSwing
video_validation_0000163,26.933333,31.266667,30.458142,Diving
video_validation_0000163,37.266667,41.166667,30.590676,Diving
video_validation_0000163,48.033333,51.466667,19.385698,Diving
video_validation_0000163,53.133333,58.066667,31.791598,Diving
video_validation_0000163,83.000000,84.033333,3.850164,Diving
video_validation_0000163,88.733333,92.666667,23.874110,Diving
video_validation_0000163,93.633333,103.466667,27.093139,Diving
video_validation_0000163,104.700000,109.333333,29.954068,Diving
video_validation_0000163,110.533333,113.900000,6.020431,Diving
video_validation_0000163,116.500000,122.600000,24.039561,Diving
video_validation_0000163,125.366667,150.500000,27.807821,Diving
video_validation_0000163,152.200000,158.233333,32.258273,Diving
video_validation_0000163,160.600000,169.300000,23.150088,Diving
video_validation_0000163,170.366667,180.666667,28.741812,Diving
video_validation_0000163,189.333333,194.466667,21.084980,Diving
video_validation_0000163,198.266667,202.600000,11.448979,Diving
video_validation_0000163,203.833333,204.666667,2.744353,Diving
video_validation_0000163,206.066667,206.266667,2.039654,Diving
video_validation_0000163,207.233333,210.600000,7.603768,Diving
video_validation_0000163,214.166667,214.666667,4.318225,Diving
video_validation_0000163,215.733333,216.266667,2.443271,Diving
video_validation_0000163,226.366667,233.833333,11.736397,Diving
video_validation_0000202,3.966667,7.133333,12.706292,FrisbeeCatch
video_validation_0000202,22.133333,23.200000,11.030178,FrisbeeCatch
video_validation_0000202,28.200000,37.700000,19.767343,FrisbeeCatch
video_validation_0000202,43.666667,46.533333,14.025115,FrisbeeCatch
video_validation_0000202,49.033333,49.566667,4.792189,FrisbeeCatch
video_validation_0000202,51.966667,54.600000,18.732473,FrisbeeCatch
video_validation_0000202,57.700000,65.400000,28.230540,FrisbeeCatch
video_validation_0000202,66.300000,70.466667,21.120649,FrisbeeCatch
video_validation_0000202,72.366667,76.133333,22.659375,FrisbeeCatch
video_validation_0000202,79.033333,81.633333,20.577074,FrisbeeCatch
video_validation_0000202,82.900000,87.300000,26.347910,FrisbeeCatch
video_validation_0000202,99.200000,102.300000,23.155666,FrisbeeCatch
video_validation_0000202,110.166667,117.133333,28.776716,FrisbeeCatch
video_validation_0000202,120.066667,123.966667,21.944547,FrisbeeCatch
video_validation_0000202,128.500000,128.700000,0.011616,FrisbeeCatch
video_validation_0000202,132.400000,135.233333,17.989525,FrisbeeCatch
video_validation_0000202,138.066667,141.033333,18.124276,FrisbeeCatch
video_validation_0000202,142.333333,142.500000,2.155763,FrisbeeCatch
video_validation_0000202,144.366667,144.633333,4.293941,FrisbeeCatch
video_validation_0000202,146.900000,149.166667,13.448866,FrisbeeCatch
video_validation_0000202,151.166667,157.500000,30.320746,FrisbeeCatch
video_validation_0000202,159.700000,161.166667,4.761396,FrisbeeCatch
video_validation_0000202,162.266667,168.233333,21.257934,FrisbeeCatch
video_validation_0000202,172.633333,175.766667,20.158217,FrisbeeCatch
video_validation_0000202,177.766667,182.166667,24.069123,FrisbeeCatch
video_validation_0000202,183.666667,184.000000,2.486433,FrisbeeCatch
video_validation_0000202,185.166667,188.866667,22.607645,FrisbeeCatch
video_validation_0000205,0.000000,0.533333,5.388350,Diving
video_validation_0000205,1.433333,10.400000,20.515089,Diving
video_validation_0000205,13.200000,16.866667,16.314212,Diving
video_validation_0000205,25.433333,33.766667,22.754356,Diving
video_validation_0000205,35.000000,37.400000,16.086844,Diving
video_validation_0000205,48.866667,49.933333,5.515363,Diving
video_validation_0000205,51.800000,52.300000,10.022902,Diving
video_validation_0000205,53.300000,53.866667,6.313478,Diving
video_validation_0000205,56.466667,57.600000,10.457048,Diving
video_validation_0000205,59.233333,61.333333,18.490348,Diving
video_validation_0000205,62.866667,64.766667,15.185369,Diving
video_validation_0000205,68.500000,73.633333,16.679581,Diving
video_validation_0000205,75.633333,77.533333,12.342708,Diving
video_validation_0000205,79.066667,79.500000,1.227523,Diving
video_validation_0000205,81.366667,82.900000,9.093475,Diving
video_validation_0000205,86.466667,86.766667,6.953566,Diving
video_validation_0000205,87.600000,90.333333,17.158196,Diving
video_validation_0000205,91.966667,92.200000,2.140761,Diving
video_validation_0000205,93.166667,94.800000,13.882950,Diving
video_validation_0000205,96.833333,99.200000,13.258297,Diving
video_validation_0000205,103.766667,107.000000,16.776057,Diving
video_validation_0000205,110.700000,111.533333,9.918752,Diving
video_validation_0000205,113.433333,113.933333,8.589601,Diving
video_validation_0000205,115.300000,117.533333,11.297474,Diving
video_validation_0000205,118.266667,120.633333,11.186247,Diving
video_validation_0000205,121.733333,124.466667,15.929862,Diving
video_validation_0000205,132.200000,132.300000,-1.368926,Diving
video_validation_0000205,133.233333,133.633333,6.449995,Diving
video_validation_0000205,141.300000,144.833333,12.263411,Diving
video_validation_0000205,146.233333,148.300000,9.298396,Diving
video_validation_0000205,149.766667,151.400000,11.527918,Diving
video_validation_0000205,152.633333,155.533333,19.311504,Diving
video_validation_0000205,159.100000,159.233333,3.803012,Diving
