video-id,t-start,t-end,score,label
video_validation_0000664,1.500000,10.900000,19.868857,PoleVault
video_validation_0000664,16.200000,30.100000,34.498124,PoleVault
video_validation_0000664,32.766667,32.900000,1.108512,PoleVault
video_validation_0000664,33.900000,39.100000,39.543776,PoleVault
video_validation_0000664,41.633333,41.666667,-3.186830,PoleVault
video_validation_0000664,42.833333,49.533333,32.422650,PoleVault
video_validation_0000664,50.266667,60.233333,34.698468,PoleVault
video_validation_0000664,62.266667,68.966667,37.980000,PoleVault
video_validation_0000664,72.466667,81.566667,35.610639,PoleVault
video_validation_0000664,84.900000,105.566667,39.357546,PoleVault
video_validation_0000664,109.466667,114.300000,27.217540,PoleVault
video_validation_0000931,11.133333,11.666667,7.412384,TennisSwing
video_validation_0000931,19.600000,76.133333,32.947282,TennisSwing
video_validation_0000931,77.133333,79.933333,7.067690,TennisSwing
video_validation_0000318,5.833333,8.633333,17.437891,HammerThrow
video_validation_0000318,24.466667,34.700000,27.885805,HammerThrow
video_validation_0000318,36.866667,36.966667,2.879004,HammerThrow
video_validation_0000318,47.433333,50.633333,10.076022,HammerThrow
video_validation_0000318,51.633333,51.933333,7.667102,HammerThrow
video_validation_0000318,58.066667,96.500000,24.318767,HammerThrow
video_validation_0000318,101.366667,101.733333,4.636249,HammerThrow
video_validation_0000318,102.666667,103.400000,7.239935,HammerThrow
video_validation_0000318,107.833333,116.266667,29.502245,HammerThrow
video_validation_0000318,117.166667,126.666667,31.405134,HammerThrow
video_validation_0000318,129.800000,131.333333,12.259659,HammerThrow
video_validation_0000318,133.566667,142.966667,22.651923,HammerThrow
video_validation_0000318,144.666667,146.966667,7.736298,HammerThrow
video_validation_0000318,147.766667,149.533333,6.347872,HammerThrow
video_validation_0000318,151.266667,160.233333,28.081667,HammerThrow
video_validation_0000318,161.033333,166.766667,19.862896,HammerThrow
video_validation_0000318,169.633333,170.566667,6.916518,HammerThrow
video_validation_0000318,179.366667,179.900000,8.305496,HammerThrow
video_validation_0000318,180.666667,186.700000,12.382666,HammerThrow
video_validation_0000314,0.333667,9.275933,19.380054,HammerThrow
video_validation_0000314,11.177833,21.388033,20.776741,HammerThrow
video_validation_0000314,22.455767,23.323300,11.573616,HammerThrow
video_validation_0000314,24.257567,25.158467,10.983240,HammerThrow
video_validation_0000314,25.925900,29.262567,18.001221,HammerThrow
video_validation_0000314,30.030000,30.363667,3.480799,HammerThrow
video_validation_0000314,31.998633,32.899533,13.552487,HammerThrow
video_validation_0000314,33.800433,34.134100,11.265856,HammerThrow
video_validation_0000314,34.834800,35.001633,0.608417,HammerThrow
video_validation_0000314,35.902533,39.139100,19.872394,HammerThrow
video_validation_0000314,40.807433,41.474767,7.296997,HammerThrow
video_validation_0000314,42.475767,42.876167,8.367376,HammerThrow
video_validation_0000314,43.643600,44.210833,9.679866,HammerThrow
video_validation_0000314,45.011633,45.345300,5.364061,HammerThrow
video_validation_0000314,46.312933,49.315933,14.092397,HammerThrow
video_validation_0000314,52.018633,61.027633,31.525378,HammerThrow
video_validation_0000314,68.368300,71.938533,20.411114,HammerThrow
video_validation_0000314,74.174100,74.474400,3.793473,HammerThrow
video_validation_0000314,81.347933,81.815067,11.144904,HammerThrow
video_validation_0000314,83.116367,85.151733,10.223123,HammerThrow
video_validation_0000314,85.852433,86.086000,5.408239,HammerThrow
video_validation_0000314,86.920167,87.854433,11.288726,HammerThrow
video_validation_0000314,88.721967,93.860433,21.741791,HammerThrow
video_validation_0000314,94.694600,99.365933,17.654701,HammerThrow
video_validation_0000314,102.735967,105.371933,11.533240,HammerThrow
video_validation_0000314,106.439667,109.342567,13.708503,HammerThrow
video_validation_0000314,112.145367,112.712600,7.563704,HammerThrow
video_validation_0000314,113.513400,113.813700,6.211057,HammerThrow
video_validation_0000314,114.914800,115.181733,11.461907,HammerThrow
video_validation_0000314,115.949167,131.231100,30.508648,HammerThrow
video_validation_0000314,134.501033,134.868067,4.665792,HammerThrow
video_validation_0000314,135.702233,136.503033,10.439810,HammerThrow
video_validation_0000314,137.337200,142.475667,19.135542,HammerThrow
video_validation_0000314,143.276467,144.577767,10.451392,HammerThrow
video_validation_0000314,146.112633,148.882067,17.162946,HammerThrow
video_validation_0000314,150.049900,150.450300,9.793982,HammerThrow
video_validation_0000314,151.584767,151.651500,-0.022301,HammerThrow
video_validation_0000314,153.286467,156.456300,15.753783,HammerThrow
video_validation_0000314,157.390567,159.325833,15.252917,HammerThrow
video_validation_0000314,164.164000,171.437933,28.922062,HammerThrow
video_validation_0000314,173.673500,173.706867,4.498728,HammerThrow
video_validation_0000314,176.609767,176.976800,8.016689,HammerThrow
video_validation_0000314,180.280100,183.950433,19.909831,HammerThrow
video_validation_0000314,187.020167,188.588400,10.833376,HammerThrow
video_validation_0000314,190.423567,192.058533,12.759039,HammerThrow
video_validation_0000314,194.627767,195.195000,3.929134,HammerThrow
video_validation_0000314,196.362833,200.667133,23.380778,HammerThrow
video_validation_0000314,202.202000,202.902700,5.700635,HammerThrow
video_validation_0000314,203.803600,204.571033,10.096034,HammerThrow
video_validation_0000314,205.838967,212.779233,32.433488,HammerThrow
video_validation_0000314,215.348467,215.915700,6.645237,HammerThrow
video_validation_0000314,216.616400,219.552667,14.336500,HammerThrow
video_validation_0000314,220.320100,224.824600,19.677586,HammerThrow
video_validation_0000314,225.525300,229.629400,15.892327,HammerThrow
video_validation_0000314,230.396833,233.766867,12.906750,HammerThrow
video_validation_0000314,236.236000,237.203633,10.095960,HammerThrow
video_validation_0000314,243.876967,245.178267,11.172814,HammerThrow
video_validation_0000314,246.145900,248.448200,9.193171,HammerThrow
video_validation_0000314,249.716133,250.350100,11.674498,HammerThrow
video_validation_0000314,251.317733,254.721133,15.563114,HammerThrow
video_validation_0000314,256.723133,257.590667,14.995814,HammerThrow
video_validation_0000314,258.324733,258.591667,8.348211,HammerThrow
video_validation_0000314,259.292367,263.229633,20.664226,HammerThrow
video_validation_0000314,264.631033,264.897967,4.562339,HammerThrow
